Model,DPO2002B
Firmware Version,1.56

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,0.01,
Sample Interval,8e-07,
Filter Frequency,7e+07,
Record Length,125000,
Gating,0.0% to 100.0%,
Probe Attenuation,10,
Vertical Units,V,
Vertical Offset,0,
Vertical Scale,0.1,
Label,,
TIME,CH2,CH2 Peak Detect
-3.96304e-02,0.09,0.11
-3.96296e-02,0.086,0.074
-3.96288e-02,0.09,0.098
-3.96280e-02,0.086,0.074
-3.96272e-02,0.086,0.102
-3.96264e-02,0.09,0.078
-3.96256e-02,0.094,0.102
-3.96248e-02,0.09,0.078
-3.96240e-02,0.098,0.102
-3.96232e-02,0.102,0.062
-3.96224e-02,0.094,0.114
-3.96216e-02,0.098,0.078
-3.96208e-02,0.09,0.106
-3.96200e-02,0.09,0.082
-3.96192e-02,0.094,0.102
-3.96184e-02,0.09,0.078
-3.96176e-02,0.098,0.106
-3.96168e-02,0.09,0.082
-3.96160e-02,0.098,0.102
-3.96152e-02,0.094,0.07
-3.96144e-02,0.094,0.114
-3.96136e-02,0.09,0.078
-3.96128e-02,0.09,0.106
-3.96120e-02,0.098,0.078
-3.96112e-02,0.09,0.102
-3.96104e-02,0.09,0.074
-3.96096e-02,0.09,0.106
-3.96088e-02,0.102,0.078
-3.96080e-02,0.098,0.11
-3.96072e-02,0.082,0.07
-3.96064e-02,0.094,0.114
-3.96056e-02,0.098,0.078
-3.96048e-02,0.098,0.11
-3.96040e-02,0.094,0.078
-3.96032e-02,0.09,0.11
-3.96024e-02,0.098,0.082
-3.96016e-02,0.086,0.106
-3.96008e-02,0.094,0.074
-3.96000e-02,0.102,0.11
-3.95992e-02,0.098,0.074
-3.95984e-02,0.102,0.114
-3.95976e-02,0.094,0.082
-3.95968e-02,0.098,0.11
-3.95960e-02,0.094,0.082
-3.95952e-02,0.094,0.11
-3.95944e-02,0.098,0.082
-3.95936e-02,0.09,0.11
-3.95928e-02,0.094,0.078
-3.95920e-02,0.094,0.122
-3.95912e-02,0.098,0.074
-3.95904e-02,0.102,0.114
-3.95896e-02,0.098,0.086
-3.95888e-02,0.102,0.11
-3.95880e-02,0.106,0.086
-3.95872e-02,0.102,0.114
-3.95864e-02,0.094,0.082
-3.95856e-02,0.098,0.11
-3.95848e-02,0.094,0.078
-3.95840e-02,0.094,0.118
-3.95832e-02,0.098,0.082
-3.95824e-02,0.102,0.114
-3.95816e-02,0.098,0.086
-3.95808e-02,0.102,0.11
-3.95800e-02,0.098,0.09
-3.95792e-02,0.098,0.11
-3.95784e-02,0.098,0.086
-3.95776e-02,0.106,0.114
-3.95768e-02,0.094,0.078
-3.95760e-02,0.106,0.122
-3.95752e-02,0.102,0.086
-3.95744e-02,0.102,0.114
-3.95736e-02,0.11,0.086
-3.95728e-02,0.102,0.114
-3.95720e-02,0.102,0.09
-3.95712e-02,0.102,0.114
-3.95704e-02,0.11,0.09
-3.95696e-02,0.102,0.118
-3.95688e-02,0.098,0.082
-3.95680e-02,0.098,0.122
-3.95672e-02,0.102,0.09
-3.95664e-02,0.094,0.118
-3.95656e-02,0.106,0.086
-3.95648e-02,0.102,0.114
-3.95640e-02,0.11,0.09
-3.95632e-02,0.106,0.118
-3.95624e-02,0.11,0.094
-3.95616e-02,0.106,0.118
-3.95608e-02,0.102,0.082
-3.95600e-02,0.102,0.126
-3.95592e-02,0.106,0.09
-3.95584e-02,0.098,0.122
-3.95576e-02,0.102,0.09
-3.95568e-02,0.106,0.114
-3.95560e-02,0.106,0.09
-3.95552e-02,0.106,0.114
-3.95544e-02,0.11,0.09
-3.95536e-02,0.11,0.114
-3.95528e-02,0.102,0.078
-3.95520e-02,0.106,0.13
-3.95512e-02,0.11,0.094
-3.95504e-02,0.102,0.118
-3.95496e-02,0.11,0.094
-3.95488e-02,0.106,0.126
-3.95480e-02,0.106,0.09
-3.95472e-02,0.11,0.118
-3.95464e-02,0.11,0.094
-3.95456e-02,0.114,0.118
-3.95448e-02,0.114,0.082
-3.95440e-02,0.11,0.13
-3.95432e-02,0.106,0.09
-3.95424e-02,0.102,0.118
-3.95416e-02,0.106,0.094
-3.95408e-02,0.114,0.118
-3.95400e-02,0.11,0.094
-3.95392e-02,0.114,0.122
-3.95384e-02,0.11,0.09
-3.95376e-02,0.11,0.122
-3.95368e-02,0.114,0.082
-3.95360e-02,0.106,0.13
-3.95352e-02,0.114,0.094
-3.95344e-02,0.11,0.122
-3.95336e-02,0.11,0.094
-3.95328e-02,0.114,0.122
-3.95320e-02,0.114,0.098
-3.95312e-02,0.118,0.122
-3.95304e-02,0.118,0.098
-3.95296e-02,0.11,0.126
-3.95288e-02,0.114,0.09
-3.95280e-02,0.106,0.134
-3.95272e-02,0.106,0.098
-3.95264e-02,0.114,0.122
-3.95256e-02,0.106,0.098
-3.95248e-02,0.114,0.126
-3.95240e-02,0.118,0.094
-3.95232e-02,0.114,0.126
-3.95224e-02,0.122,0.098
-3.95216e-02,0.102,0.122
-3.95208e-02,0.11,0.09
-3.95200e-02,0.11,0.134
-3.95192e-02,0.114,0.098
-3.95184e-02,0.122,0.126
-3.95176e-02,0.118,0.098
-3.95168e-02,0.126,0.122
-3.95160e-02,0.106,0.098
-3.95152e-02,0.118,0.126
-3.95144e-02,0.126,0.098
-3.95136e-02,0.11,0.126
-3.95128e-02,0.114,0.09
-3.95120e-02,0.11,0.134
-3.95112e-02,0.106,0.098
-3.95104e-02,0.118,0.122
-3.95096e-02,0.114,0.098
-3.95088e-02,0.118,0.122
-3.95080e-02,0.122,0.102
-3.95072e-02,0.114,0.126
-3.95064e-02,0.122,0.098
-3.95056e-02,0.118,0.126
-3.95048e-02,0.118,0.094
-3.95040e-02,0.11,0.138
-3.95032e-02,0.114,0.102
-3.95024e-02,0.118,0.126
-3.95016e-02,0.114,0.098
-3.95008e-02,0.118,0.126
-3.95000e-02,0.114,0.098
-3.94992e-02,0.114,0.126
-3.94984e-02,0.114,0.102
-3.94976e-02,0.114,0.13
-3.94968e-02,0.114,0.094
-3.94960e-02,0.114,0.142
-3.94952e-02,0.114,0.102
-3.94944e-02,0.122,0.134
-3.94936e-02,0.118,0.102
-3.94928e-02,0.122,0.13
-3.94920e-02,0.126,0.102
-3.94912e-02,0.118,0.13
-3.94904e-02,0.106,0.102
-3.94896e-02,0.114,0.13
-3.94888e-02,0.114,0.094
-3.94880e-02,0.122,0.138
-3.94872e-02,0.118,0.106
-3.94864e-02,0.122,0.13
-3.94856e-02,0.126,0.106
-3.94848e-02,0.114,0.13
-3.94840e-02,0.114,0.106
-3.94832e-02,0.118,0.13
-3.94824e-02,0.118,0.102
-3.94816e-02,0.114,0.13
-3.94808e-02,0.126,0.094
-3.94800e-02,0.118,0.142
-3.94792e-02,0.118,0.106
-3.94784e-02,0.114,0.13
-3.94776e-02,0.122,0.106
-3.94768e-02,0.122,0.13
-3.94760e-02,0.122,0.106
-3.94752e-02,0.118,0.13
-3.94744e-02,0.118,0.106
-3.94736e-02,0.118,0.13
-3.94728e-02,0.122,0.094
-3.94720e-02,0.13,0.142
-3.94712e-02,0.126,0.106
-3.94704e-02,0.126,0.134
-3.94696e-02,0.118,0.11
-3.94688e-02,0.114,0.138
-3.94680e-02,0.118,0.11
-3.94672e-02,0.122,0.134
-3.94664e-02,0.114,0.106
-3.94656e-02,0.118,0.13
-3.94648e-02,0.126,0.094
-3.94640e-02,0.114,0.138
-3.94632e-02,0.126,0.106
-3.94624e-02,0.126,0.134
-3.94616e-02,0.122,0.102
-3.94608e-02,0.13,0.13
-3.94600e-02,0.118,0.11
-3.94592e-02,0.118,0.134
-3.94584e-02,0.122,0.11
-3.94576e-02,0.122,0.13
-3.94568e-02,0.122,0.102
-3.94560e-02,0.126,0.142
-3.94552e-02,0.118,0.11
-3.94544e-02,0.126,0.134
-3.94536e-02,0.118,0.106
-3.94528e-02,0.126,0.138
-3.94520e-02,0.118,0.11
-3.94512e-02,0.118,0.134
-3.94504e-02,0.126,0.11
-3.94496e-02,0.122,0.138
-3.94488e-02,0.126,0.094
-3.94480e-02,0.122,0.142
-3.94472e-02,0.126,0.11
-3.94464e-02,0.126,0.134
-3.94456e-02,0.126,0.11
-3.94448e-02,0.118,0.134
-3.94440e-02,0.126,0.11
-3.94432e-02,0.114,0.134
-3.94424e-02,0.122,0.11
-3.94416e-02,0.126,0.134
-3.94408e-02,0.122,0.094
-3.94400e-02,0.122,0.142
-3.94392e-02,0.122,0.11
-3.94384e-02,0.122,0.13
-3.94376e-02,0.13,0.11
-3.94368e-02,0.126,0.134
-3.94360e-02,0.126,0.11
-3.94352e-02,0.11,0.134
-3.94344e-02,0.122,0.11
-3.94336e-02,0.13,0.142
-3.94328e-02,0.126,0.102
-3.94320e-02,0.126,0.146
-3.94312e-02,0.122,0.114
-3.94304e-02,0.126,0.142
-3.94296e-02,0.122,0.11
-3.94288e-02,0.126,0.134
-3.94280e-02,0.122,0.114
-3.94272e-02,0.114,0.134
-3.94264e-02,0.114,0.106
-3.94256e-02,0.126,0.146
-3.94248e-02,0.126,0.102
-3.94240e-02,0.126,0.138
-3.94232e-02,0.13,0.11
-3.94224e-02,0.126,0.138
-3.94216e-02,0.122,0.11
-3.94208e-02,0.122,0.138
-3.94200e-02,0.118,0.114
-3.94192e-02,0.114,0.138
-3.94184e-02,0.13,0.106
-3.94176e-02,0.126,0.15
-3.94168e-02,0.126,0.11
-3.94160e-02,0.118,0.138
-3.94152e-02,0.126,0.11
-3.94144e-02,0.126,0.138
-3.94136e-02,0.134,0.114
-3.94128e-02,0.126,0.138
-3.94120e-02,0.13,0.114
-3.94112e-02,0.13,0.138
-3.94104e-02,0.118,0.106
-3.94096e-02,0.126,0.15
-3.94088e-02,0.122,0.114
-3.94080e-02,0.122,0.142
-3.94072e-02,0.122,0.11
-3.94064e-02,0.13,0.138
-3.94056e-02,0.126,0.114
-3.94048e-02,0.118,0.138
-3.94040e-02,0.13,0.114
-3.94032e-02,0.126,0.138
-3.94024e-02,0.126,0.11
-3.94016e-02,0.13,0.15
-3.94008e-02,0.126,0.114
-3.94000e-02,0.13,0.142
-3.93992e-02,0.118,0.114
-3.93984e-02,0.126,0.138
-3.93976e-02,0.126,0.118
-3.93968e-02,0.13,0.142
-3.93960e-02,0.13,0.118
-3.93952e-02,0.134,0.142
-3.93944e-02,0.13,0.11
-3.93936e-02,0.134,0.15
-3.93928e-02,0.134,0.114
-3.93920e-02,0.13,0.142
-3.93912e-02,0.126,0.118
-3.93904e-02,0.122,0.142
-3.93896e-02,0.126,0.114
-3.93888e-02,0.13,0.138
-3.93880e-02,0.13,0.114
-3.93872e-02,0.134,0.138
-3.93864e-02,0.13,0.11
-3.93856e-02,0.134,0.15
-3.93848e-02,0.126,0.114
-3.93840e-02,0.134,0.138
-3.93832e-02,0.134,0.118
-3.93824e-02,0.122,0.146
-3.93816e-02,0.13,0.114
-3.93808e-02,0.13,0.138
-3.93800e-02,0.13,0.118
-3.93792e-02,0.126,0.142
-3.93784e-02,0.134,0.11
-3.93776e-02,0.138,0.146
-3.93768e-02,0.13,0.118
-3.93760e-02,0.126,0.142
-3.93752e-02,0.13,0.114
-3.93744e-02,0.142,0.138
-3.93736e-02,0.134,0.114
-3.93728e-02,0.13,0.142
-3.93720e-02,0.13,0.118
-3.93712e-02,0.13,0.142
-3.93704e-02,0.134,0.114
-3.93696e-02,0.126,0.154
-3.93688e-02,0.13,0.118
-3.93680e-02,0.126,0.142
-3.93672e-02,0.126,0.114
-3.93664e-02,0.126,0.138
-3.93656e-02,0.13,0.11
-3.93648e-02,0.126,0.138
-3.93640e-02,0.13,0.118
-3.93632e-02,0.13,0.142
-3.93624e-02,0.134,0.106
-3.93616e-02,0.13,0.146
-3.93608e-02,0.126,0.114
-3.93600e-02,0.134,0.138
-3.93592e-02,0.126,0.114
-3.93584e-02,0.13,0.138
-3.93576e-02,0.13,0.118
-3.93568e-02,0.126,0.138
-3.93560e-02,0.13,0.118
-3.93552e-02,0.138,0.138
-3.93544e-02,0.142,0.11
-3.93536e-02,0.13,0.15
-3.93528e-02,0.134,0.118
-3.93520e-02,0.126,0.146
-3.93512e-02,0.122,0.118
-3.93504e-02,0.134,0.142
-3.93496e-02,0.13,0.118
-3.93488e-02,0.134,0.142
-3.93480e-02,0.146,0.118
-3.93472e-02,0.126,0.142
-3.93464e-02,0.134,0.11
-3.93456e-02,0.13,0.15
-3.93448e-02,0.134,0.118
-3.93440e-02,0.134,0.146
-3.93432e-02,0.13,0.11
-3.93424e-02,0.13,0.146
-3.93416e-02,0.13,0.114
-3.93408e-02,0.126,0.142
-3.93400e-02,0.142,0.114
-3.93392e-02,0.134,0.138
-3.93384e-02,0.126,0.106
-3.93376e-02,0.134,0.15
-3.93368e-02,0.126,0.118
-3.93360e-02,0.13,0.142
-3.93352e-02,0.13,0.118
-3.93344e-02,0.126,0.142
-3.93336e-02,0.126,0.118
-3.93328e-02,0.126,0.142
-3.93320e-02,0.13,0.118
-3.93312e-02,0.126,0.142
-3.93304e-02,0.126,0.11
-3.93296e-02,0.13,0.15
-3.93288e-02,0.126,0.114
-3.93280e-02,0.138,0.138
-3.93272e-02,0.13,0.118
-3.93264e-02,0.134,0.142
-3.93256e-02,0.13,0.118
-3.93248e-02,0.13,0.142
-3.93240e-02,0.122,0.122
-3.93232e-02,0.13,0.15
-3.93224e-02,0.126,0.106
-3.93216e-02,0.13,0.158
-3.93208e-02,0.134,0.114
-3.93200e-02,0.13,0.142
-3.93192e-02,0.126,0.118
-3.93184e-02,0.126,0.138
-3.93176e-02,0.13,0.114
-3.93168e-02,0.13,0.142
-3.93160e-02,0.126,0.114
-3.93152e-02,0.138,0.138
-3.93144e-02,0.134,0.102
-3.93136e-02,0.126,0.15
-3.93128e-02,0.13,0.114
-3.93120e-02,0.13,0.142
-3.93112e-02,0.134,0.118
-3.93104e-02,0.134,0.142
-3.93096e-02,0.13,0.114
-3.93088e-02,0.134,0.138
-3.93080e-02,0.134,0.118
-3.93072e-02,0.13,0.142
-3.93064e-02,0.134,0.102
-3.93056e-02,0.134,0.154
-3.93048e-02,0.122,0.114
-3.93040e-02,0.13,0.142
-3.93032e-02,0.134,0.114
-3.93024e-02,0.13,0.138
-3.93016e-02,0.126,0.118
-3.93008e-02,0.126,0.138
-3.93000e-02,0.142,0.118
-3.92992e-02,0.126,0.142
-3.92984e-02,0.126,0.106
-3.92976e-02,0.126,0.15
-3.92968e-02,0.126,0.114
-3.92960e-02,0.138,0.138
-3.92952e-02,0.13,0.114
-3.92944e-02,0.118,0.138
-3.92936e-02,0.134,0.114
-3.92928e-02,0.13,0.142
-3.92920e-02,0.138,0.118
-3.92912e-02,0.126,0.146
-3.92904e-02,0.126,0.11
-3.92896e-02,0.13,0.154
-3.92888e-02,0.122,0.118
-3.92880e-02,0.134,0.142
-3.92872e-02,0.13,0.114
-3.92864e-02,0.126,0.142
-3.92856e-02,0.13,0.114
-3.92848e-02,0.13,0.138
-3.92840e-02,0.126,0.114
-3.92832e-02,0.126,0.142
-3.92824e-02,0.13,0.106
-3.92816e-02,0.122,0.154
-3.92808e-02,0.126,0.114
-3.92800e-02,0.13,0.138
-3.92792e-02,0.126,0.114
-3.92784e-02,0.126,0.138
-3.92776e-02,0.13,0.114
-3.92768e-02,0.126,0.142
-3.92760e-02,0.13,0.114
-3.92752e-02,0.13,0.142
-3.92744e-02,0.13,0.106
-3.92736e-02,0.126,0.146
-3.92728e-02,0.13,0.114
-3.92720e-02,0.13,0.142
-3.92712e-02,0.114,0.114
-3.92704e-02,0.13,0.138
-3.92696e-02,0.126,0.11
-3.92688e-02,0.122,0.138
-3.92680e-02,0.13,0.11
-3.92672e-02,0.13,0.146
-3.92664e-02,0.13,0.11
-3.92656e-02,0.126,0.15
-3.92648e-02,0.13,0.114
-3.92640e-02,0.126,0.138
-3.92632e-02,0.126,0.118
-3.92624e-02,0.126,0.138
-3.92616e-02,0.126,0.114
-3.92608e-02,0.11,0.138
-3.92600e-02,0.126,0.102
-3.92592e-02,0.13,0.15
-3.92584e-02,0.13,0.102
-3.92576e-02,0.13,0.138
-3.92568e-02,0.138,0.114
-3.92560e-02,0.13,0.142
-3.92552e-02,0.126,0.106
-3.92544e-02,0.13,0.142
-3.92536e-02,0.126,0.114
-3.92528e-02,0.122,0.138
-3.92520e-02,0.122,0.102
-3.92512e-02,0.13,0.15
-3.92504e-02,0.13,0.11
-3.92496e-02,0.13,0.138
-3.92488e-02,0.122,0.114
-3.92480e-02,0.122,0.138
-3.92472e-02,0.13,0.114
-3.92464e-02,0.13,0.138
-3.92456e-02,0.122,0.114
-3.92448e-02,0.122,0.142
-3.92440e-02,0.126,0.106
-3.92432e-02,0.13,0.146
-3.92424e-02,0.122,0.11
-3.92416e-02,0.13,0.138
-3.92408e-02,0.118,0.11
-3.92400e-02,0.126,0.134
-3.92392e-02,0.126,0.11
-3.92384e-02,0.126,0.138
-3.92376e-02,0.126,0.114
-3.92368e-02,0.13,0.138
-3.92360e-02,0.122,0.106
-3.92352e-02,0.126,0.146
-3.92344e-02,0.118,0.11
-3.92336e-02,0.126,0.134
-3.92328e-02,0.118,0.106
-3.92320e-02,0.118,0.134
-3.92312e-02,0.126,0.11
-3.92304e-02,0.122,0.134
-3.92296e-02,0.126,0.114
-3.92288e-02,0.126,0.134
-3.92280e-02,0.122,0.102
-3.92272e-02,0.13,0.146
-3.92264e-02,0.118,0.11
-3.92256e-02,0.126,0.134
-3.92248e-02,0.118,0.11
-3.92240e-02,0.114,0.134
-3.92232e-02,0.13,0.11
-3.92224e-02,0.118,0.134
-3.92216e-02,0.126,0.11
-3.92208e-02,0.118,0.134
-3.92200e-02,0.118,0.106
-3.92192e-02,0.126,0.146
-3.92184e-02,0.126,0.106
-3.92176e-02,0.13,0.134
-3.92168e-02,0.122,0.11
-3.92160e-02,0.122,0.13
-3.92152e-02,0.126,0.114
-3.92144e-02,0.13,0.134
-3.92136e-02,0.118,0.11
-3.92128e-02,0.122,0.134
-3.92120e-02,0.122,0.098
-3.92112e-02,0.126,0.146
-3.92104e-02,0.126,0.11
-3.92096e-02,0.122,0.138
-3.92088e-02,0.13,0.114
-3.92080e-02,0.126,0.134
-3.92072e-02,0.126,0.11
-3.92064e-02,0.126,0.134
-3.92056e-02,0.126,0.11
-3.92048e-02,0.118,0.134
-3.92040e-02,0.122,0.098
-3.92032e-02,0.118,0.138
-3.92024e-02,0.122,0.106
-3.92016e-02,0.118,0.13
-3.92008e-02,0.122,0.11
-3.92000e-02,0.122,0.134
-3.91992e-02,0.118,0.11
-3.91984e-02,0.118,0.134
-3.91976e-02,0.13,0.11
-3.91968e-02,0.114,0.134
-3.91960e-02,0.114,0.098
-3.91952e-02,0.114,0.138
-3.91944e-02,0.118,0.106
-3.91936e-02,0.122,0.13
-3.91928e-02,0.122,0.106
-3.91920e-02,0.114,0.13
-3.91912e-02,0.118,0.098
-3.91904e-02,0.118,0.126
-3.91896e-02,0.122,0.106
-3.91888e-02,0.126,0.13
-3.91880e-02,0.118,0.094
-3.91872e-02,0.122,0.138
-3.91864e-02,0.118,0.106
-3.91856e-02,0.114,0.13
-3.91848e-02,0.114,0.106
-3.91840e-02,0.11,0.13
-3.91832e-02,0.118,0.102
-3.91824e-02,0.114,0.13
-3.91816e-02,0.138,0.102
-3.91808e-02,0.118,0.13
-3.91800e-02,0.118,0.098
-3.91792e-02,0.11,0.138
-3.91784e-02,0.122,0.106
-3.91776e-02,0.118,0.126
-3.91768e-02,0.118,0.102
-3.91760e-02,0.118,0.126
-3.91752e-02,0.118,0.106
-3.91744e-02,0.118,0.126
-3.91736e-02,0.122,0.102
-3.91728e-02,0.126,0.13
-3.91720e-02,0.122,0.098
-3.91712e-02,0.126,0.13
-3.91704e-02,0.118,0.102
-3.91696e-02,0.11,0.126
-3.91688e-02,0.118,0.102
-3.91680e-02,0.11,0.126
-3.91672e-02,0.114,0.102
-3.91664e-02,0.118,0.126
-3.91656e-02,0.114,0.102
-3.91648e-02,0.118,0.126
-3.91640e-02,0.114,0.094
-3.91632e-02,0.122,0.142
-3.91624e-02,0.114,0.098
-3.91616e-02,0.114,0.13
-3.91608e-02,0.114,0.102
-3.91600e-02,0.114,0.126
-3.91592e-02,0.114,0.102
-3.91584e-02,0.114,0.126
-3.91576e-02,0.11,0.098
-3.91568e-02,0.11,0.126
-3.91560e-02,0.114,0.094
-3.91552e-02,0.114,0.138
-3.91544e-02,0.11,0.098
-3.91536e-02,0.114,0.122
-3.91528e-02,0.114,0.102
-3.91520e-02,0.11,0.126
-3.91512e-02,0.114,0.102
-3.91504e-02,0.114,0.126
-3.91496e-02,0.11,0.102
-3.91488e-02,0.118,0.122
-3.91480e-02,0.11,0.086
-3.91472e-02,0.11,0.13
-3.91464e-02,0.114,0.098
-3.91456e-02,0.11,0.122
-3.91448e-02,0.114,0.098
-3.91440e-02,0.106,0.122
-3.91432e-02,0.11,0.098
-3.91424e-02,0.114,0.122
-3.91416e-02,0.122,0.098
-3.91408e-02,0.114,0.122
-3.91400e-02,0.118,0.09
-3.91392e-02,0.122,0.134
-3.91384e-02,0.102,0.098
-3.91376e-02,0.11,0.126
-3.91368e-02,0.11,0.094
-3.91360e-02,0.11,0.122
-3.91352e-02,0.11,0.094
-3.91344e-02,0.106,0.122
-3.91336e-02,0.114,0.098
-3.91328e-02,0.106,0.122
-3.91320e-02,0.11,0.086
-3.91312e-02,0.106,0.126
-3.91304e-02,0.106,0.094
-3.91296e-02,0.106,0.122
-3.91288e-02,0.11,0.094
-3.91280e-02,0.106,0.126
-3.91272e-02,0.11,0.098
-3.91264e-02,0.11,0.13
-3.91256e-02,0.122,0.098
-3.91248e-02,0.106,0.122
-3.91240e-02,0.102,0.086
-3.91232e-02,0.114,0.13
-3.91224e-02,0.098,0.094
-3.91216e-02,0.106,0.126
-3.91208e-02,0.102,0.094
-3.91200e-02,0.102,0.118
-3.91192e-02,0.11,0.094
-3.91184e-02,0.102,0.118
-3.91176e-02,0.11,0.09
-3.91168e-02,0.11,0.114
-3.91160e-02,0.102,0.086
-3.91152e-02,0.102,0.134
-3.91144e-02,0.11,0.09
-3.91136e-02,0.106,0.118
-3.91128e-02,0.114,0.094
-3.91120e-02,0.106,0.114
-3.91112e-02,0.102,0.09
-3.91104e-02,0.094,0.118
-3.91096e-02,0.106,0.09
-3.91088e-02,0.11,0.114
-3.91080e-02,0.106,0.082
-3.91072e-02,0.106,0.126
-3.91064e-02,0.114,0.094
-3.91056e-02,0.102,0.118
-3.91048e-02,0.114,0.094
-3.91040e-02,0.106,0.114
-3.91032e-02,0.102,0.09
-3.91024e-02,0.094,0.118
-3.91016e-02,0.098,0.082
-3.91008e-02,0.102,0.118
-3.91000e-02,0.106,0.078
-3.90992e-02,0.102,0.122
-3.90984e-02,0.098,0.086
-3.90976e-02,0.102,0.114
-3.90968e-02,0.098,0.09
-3.90960e-02,0.106,0.114
-3.90952e-02,0.094,0.09
-3.90944e-02,0.082,0.114
-3.90936e-02,0.102,0.074
-3.90928e-02,0.098,0.118
-3.90920e-02,0.102,0.078
-3.90912e-02,0.102,0.114
-3.90904e-02,0.102,0.086
-3.90896e-02,0.094,0.11
-3.90888e-02,0.098,0.086
-3.90880e-02,0.09,0.11
-3.90872e-02,0.102,0.086
-3.90864e-02,0.09,0.11
-3.90856e-02,0.098,0.078
-3.90848e-02,0.098,0.126
-3.90840e-02,0.098,0.082
-3.90832e-02,0.102,0.11
-3.90824e-02,0.098,0.082
-3.90816e-02,0.094,0.114
-3.90808e-02,0.102,0.086
-3.90800e-02,0.094,0.11
-3.90792e-02,0.094,0.086
-3.90784e-02,0.102,0.11
-3.90776e-02,0.102,0.078
-3.90768e-02,0.098,0.118
-3.90760e-02,0.094,0.086
-3.90752e-02,0.102,0.114
-3.90744e-02,0.102,0.082
-3.90736e-02,0.098,0.106
-3.90728e-02,0.098,0.082
-3.90720e-02,0.098,0.11
-3.90712e-02,0.094,0.082
-3.90704e-02,0.102,0.11
-3.90696e-02,0.102,0.074
-3.90688e-02,0.102,0.118
-3.90680e-02,0.09,0.082
-3.90672e-02,0.098,0.11
-3.90664e-02,0.094,0.082
-3.90656e-02,0.098,0.11
-3.90648e-02,0.098,0.086
-3.90640e-02,0.09,0.11
-3.90632e-02,0.094,0.082
-3.90624e-02,0.098,0.106
-3.90616e-02,0.09,0.074
-3.90608e-02,0.094,0.118
-3.90600e-02,0.09,0.078
-3.90592e-02,0.094,0.106
-3.90584e-02,0.098,0.078
-3.90576e-02,0.098,0.11
-3.90568e-02,0.094,0.078
-3.90560e-02,0.098,0.106
-3.90552e-02,0.09,0.078
-3.90544e-02,0.098,0.106
-3.90536e-02,0.094,0.074
-3.90528e-02,0.094,0.114
-3.90520e-02,0.094,0.078
-3.90512e-02,0.094,0.106
-3.90504e-02,0.098,0.078
-3.90496e-02,0.09,0.102
-3.90488e-02,0.094,0.078
-3.90480e-02,0.094,0.106
-3.90472e-02,0.09,0.082
-3.90464e-02,0.09,0.11
-3.90456e-02,0.098,0.07
-3.90448e-02,0.094,0.11
-3.90440e-02,0.094,0.082
-3.90432e-02,0.086,0.106
-3.90424e-02,0.09,0.074
-3.90416e-02,0.094,0.106
-3.90408e-02,0.09,0.074
-3.90400e-02,0.094,0.102
-3.90392e-02,0.086,0.074
-3.90384e-02,0.082,0.102
-3.90376e-02,0.09,0.066
-3.90368e-02,0.094,0.11
-3.90360e-02,0.082,0.074
-3.90352e-02,0.086,0.102
-3.90344e-02,0.094,0.07
-3.90336e-02,0.074,0.102
-3.90328e-02,0.09,0.074
-3.90320e-02,0.086,0.102
-3.90312e-02,0.09,0.074
-3.90304e-02,0.086,0.102
-3.90296e-02,0.09,0.07
-3.90288e-02,0.09,0.11
-3.90280e-02,0.09,0.074
-3.90272e-02,0.094,0.106
-3.90264e-02,0.09,0.078
-3.90256e-02,0.09,0.102
-3.90248e-02,0.094,0.078
-3.90240e-02,0.086,0.102
-3.90232e-02,0.082,0.078
-3.90224e-02,0.09,0.098
-3.90216e-02,0.094,0.054
-3.90208e-02,0.09,0.106
-3.90200e-02,0.082,0.074
-3.90192e-02,0.082,0.098
-3.90184e-02,0.09,0.07
-3.90176e-02,0.086,0.098
-3.90168e-02,0.086,0.074
-3.90160e-02,0.082,0.098
-3.90152e-02,0.094,0.074
-3.90144e-02,0.09,0.102
-3.90136e-02,0.082,0.066
-3.90128e-02,0.09,0.11
-3.90120e-02,0.082,0.074
-3.90112e-02,0.082,0.098
-3.90104e-02,0.086,0.07
-3.90096e-02,0.082,0.098
-3.90088e-02,0.086,0.074
-3.90080e-02,0.082,0.098
-3.90072e-02,0.09,0.074
-3.90064e-02,0.09,0.102
-3.90056e-02,0.082,0.066
-3.90048e-02,0.082,0.114
-3.90040e-02,0.094,0.074
-3.90032e-02,0.086,0.098
-3.90024e-02,0.09,0.074
-3.90016e-02,0.086,0.102
-3.90008e-02,0.09,0.074
-3.90000e-02,0.086,0.102
-3.89992e-02,0.094,0.074
-3.89984e-02,0.094,0.098
-3.89976e-02,0.094,0.066
-3.89968e-02,0.086,0.106
-3.89960e-02,0.086,0.074
-3.89952e-02,0.086,0.098
-3.89944e-02,0.09,0.07
-3.89936e-02,0.074,0.098
-3.89928e-02,0.086,0.07
-3.89920e-02,0.078,0.102
-3.89912e-02,0.09,0.074
-3.89904e-02,0.086,0.102
-3.89896e-02,0.086,0.062
-3.89888e-02,0.098,0.11
-3.89880e-02,0.086,0.074
-3.89872e-02,0.094,0.098
-3.89864e-02,0.086,0.074
-3.89856e-02,0.09,0.098
-3.89848e-02,0.082,0.074
-3.89840e-02,0.09,0.102
-3.89832e-02,0.082,0.074
-3.89824e-02,0.09,0.098
-3.89816e-02,0.09,0.066
-3.89808e-02,0.09,0.114
