Model,DPO2002B
Firmware Version,1.56

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,0.01,
Sample Interval,8e-07,
Filter Frequency,7e+07,
Record Length,125000,
Gating,0.0% to 100.0%,
Probe Attenuation,10,
Vertical Units,V,
Vertical Offset,0,
Vertical Scale,0.1,
Label,,
TIME,CH2,CH2 Peak Detect
4.81808e-02,0.01,0.022
4.81816e-02,0.01,-0.002
4.81824e-02,0.01,0.018
4.81832e-02,0.01,-0.002
4.81840e-02,0.01,0.018
4.81848e-02,0.006,-0.014
4.81856e-02,0.006,0.026
4.81864e-02,0.006,-0.002
4.81872e-02,0.006,0.022
4.81880e-02,0.006,-0.002
4.81888e-02,0.01,0.018
4.81896e-02,0.006,-0.002
4.81904e-02,0.006,0.018
4.81912e-02,0.014,-0.002
4.81920e-02,0.01,0.018
4.81928e-02,0.01,-0.01
4.81936e-02,0.006,0.026
4.81944e-02,0.014,-0.006
4.81952e-02,0.006,0.018
4.81960e-02,0.014,-0.002
4.81968e-02,0.014,0.022
4.81976e-02,0.002,-0.002
4.81984e-02,0.014,0.022
4.81992e-02,0.018,-0.002
4.82000e-02,0.006,0.018
4.82008e-02,0.006,-0.014
4.82016e-02,0.01,0.03
4.82024e-02,0.014,-0.002
4.82032e-02,0.01,0.018
4.82040e-02,0.01,-0.002
4.82048e-02,0.01,0.03
4.82056e-02,0.014,-0.002
4.82064e-02,0.018,0.022
4.82072e-02,0.018,-0.006
4.82080e-02,0.006,0.018
4.82088e-02,0.01,-0.01
4.82096e-02,0.006,0.026
4.82104e-02,0.006,-0.006
4.82112e-02,0.014,0.018
4.82120e-02,0.006,-0.01
4.82128e-02,0.018,0.018
4.82136e-02,0.01,-0.006
4.82144e-02,0.002,0.022
4.82152e-02,0.018,-0.006
4.82160e-02,0.006,0.026
4.82168e-02,0.014,-0.014
4.82176e-02,0.014,0.026
4.82184e-02,0.01,-0.002
4.82192e-02,0.006,0.022
4.82200e-02,0.01,-0.002
4.82208e-02,0.01,0.022
4.82216e-02,0.018,-0.002
4.82224e-02,0.014,0.022
4.82232e-02,0.01,-0.002
4.82240e-02,0.014,0.022
4.82248e-02,0.006,-0.014
4.82256e-02,0.002,0.026
4.82264e-02,0.006,-0.002
4.82272e-02,0.002,0.022
4.82280e-02,0.006,-0.002
4.82288e-02,0.006,0.018
4.82296e-02,0.002,-0.002
4.82304e-02,0.002,0.018
4.82312e-02,0.006,-0.006
4.82320e-02,0.014,0.018
4.82328e-02,0.01,-0.01
4.82336e-02,0.006,0.03
4.82344e-02,0.014,-0.002
4.82352e-02,0.01,0.022
4.82360e-02,0.014,-0.002
4.82368e-02,0.006,0.018
4.82376e-02,0.01,-0.002
4.82384e-02,0.006,0.018
4.82392e-02,0.01,-0.002
4.82400e-02,0.01,0.018
4.82408e-02,0.014,-0.01
4.82416e-02,0.006,0.026
4.82424e-02,0.006,-0.002
4.82432e-02,0.006,0.026
4.82440e-02,0.002,-0.006
4.82448e-02,0.01,0.018
4.82456e-02,0.014,-0.006
4.82464e-02,0.006,0.018
4.82472e-02,0.01,-0.002
4.82480e-02,0.006,0.018
4.82488e-02,0.01,-0.01
4.82496e-02,0.002,0.026
4.82504e-02,0.006,-0.006
4.82512e-02,0.002,0.018
4.82520e-02,0.006,-0.002
4.82528e-02,-0.002,0.018
4.82536e-02,0.01,-0.006
4.82544e-02,0.01,0.022
4.82552e-02,0.01,-0.002
4.82560e-02,0.01,0.018
4.82568e-02,0.01,-0.01
4.82576e-02,0.006,0.03
4.82584e-02,0.006,-0.006
4.82592e-02,0.01,0.022
4.82600e-02,0.006,-0.002
4.82608e-02,0.01,0.022
4.82616e-02,0.006,-0.002
4.82624e-02,0.01,0.022
4.82632e-02,-0.006,-0.002
4.82640e-02,0.006,0.026
4.82648e-02,0.014,-0.006
4.82656e-02,0.006,0.03
4.82664e-02,0.006,-0.002
4.82672e-02,0.006,0.018
4.82680e-02,0.002,-0.002
4.82688e-02,0.01,0.022
4.82696e-02,0.014,-0.002
4.82704e-02,0.006,0.026
4.82712e-02,0.002,-0.006
4.82720e-02,0.01,0.018
4.82728e-02,-0.002,-0.014
4.82736e-02,-0.002,0.026
4.82744e-02,0.01,-0.01
4.82752e-02,0.006,0.018
4.82760e-02,0.006,-0.006
4.82768e-02,0.002,0.014
4.82776e-02,0.006,-0.006
4.82784e-02,0.002,0.018
4.82792e-02,0.01,-0.006
4.82800e-02,0.01,0.018
4.82808e-02,0.006,-0.014
4.82816e-02,0.006,0.03
4.82824e-02,0.006,-0.006
4.82832e-02,0.01,0.022
4.82840e-02,0.014,-0.002
4.82848e-02,0.014,0.022
4.82856e-02,0.002,-0.002
4.82864e-02,0.002,0.022
4.82872e-02,0.01,-0.002
4.82880e-02,0.01,0.026
4.82888e-02,0.01,-0.01
4.82896e-02,0.014,0.03
4.82904e-02,0.01,-0.002
4.82912e-02,0.01,0.022
4.82920e-02,0.002,-0.006
4.82928e-02,0.018,0.018
4.82936e-02,0.01,-0.002
4.82944e-02,0.002,0.022
4.82952e-02,0.01,-0.014
4.82960e-02,0.006,0.026
4.82968e-02,0.01,-0.01
4.82976e-02,0.014,0.022
4.82984e-02,0.01,-0.002
4.82992e-02,0.002,0.026
4.83000e-02,0.014,-0.002
4.83008e-02,0.01,0.018
4.83016e-02,0.018,-0.002
4.83024e-02,0.006,0.022
4.83032e-02,0.002,-0.01
4.83040e-02,0.006,0.026
4.83048e-02,0.006,-0.006
4.83056e-02,0.014,0.026
4.83064e-02,0.01,-0.006
4.83072e-02,0.006,0.022
4.83080e-02,0.006,-0.002
4.83088e-02,0.002,0.026
4.83096e-02,0.01,-0.002
4.83104e-02,0.006,0.022
4.83112e-02,0.01,-0.014
4.83120e-02,0.006,0.026
4.83128e-02,0.01,-0.006
4.83136e-02,0.006,0.022
4.83144e-02,0.006,-0.002
4.83152e-02,0.006,0.018
4.83160e-02,0.01,-0.006
4.83168e-02,0.01,0.018
4.83176e-02,0.01,-0.002
4.83184e-02,0.006,0.018
4.83192e-02,0.006,-0.01
4.83200e-02,0.006,0.03
4.83208e-02,0.01,-0.002
4.83216e-02,0.006,0.022
4.83224e-02,0.006,-0.006
4.83232e-02,0.006,0.022
4.83240e-02,0.006,-0.006
4.83248e-02,0.006,0.022
4.83256e-02,0.006,-0.006
4.83264e-02,0.01,0.018
4.83272e-02,0.01,-0.01
4.83280e-02,0.006,0.03
4.83288e-02,0.014,-0.002
4.83296e-02,0.022,0.022
4.83304e-02,0.006,-0.002
4.83312e-02,0.006,0.022
4.83320e-02,0.014,-0.006
4.83328e-02,0.01,0.022
4.83336e-02,0.014,-0.002
4.83344e-02,0.01,0.022
4.83352e-02,0.014,-0.014
4.83360e-02,-0.002,0.03
4.83368e-02,0.002,-0.006
4.83376e-02,0.01,0.022
4.83384e-02,0.006,-0.006
4.83392e-02,0.006,0.018
4.83400e-02,0.006,-0.006
4.83408e-02,0.01,0.018
4.83416e-02,0.006,-0.002
4.83424e-02,0.018,0.022
4.83432e-02,0.006,-0.01
4.83440e-02,0.01,0.026
4.83448e-02,0.01,-0.002
4.83456e-02,0.002,0.022
4.83464e-02,0.01,-0.002
4.83472e-02,0.01,0.022
4.83480e-02,0.01,-0.002
4.83488e-02,0.014,0.018
4.83496e-02,0.01,-0.002
4.83504e-02,0.014,0.022
4.83512e-02,0.01,-0.01
4.83520e-02,0.014,0.03
4.83528e-02,0.014,-0.002
4.83536e-02,0.014,0.022
4.83544e-02,0.006,-0.002
4.83552e-02,0.002,0.022
4.83560e-02,0.014,-0.006
4.83568e-02,0.01,0.022
4.83576e-02,0.018,-0.006
4.83584e-02,0.014,0.018
4.83592e-02,0.014,-0.014
4.83600e-02,0.01,0.034
4.83608e-02,0.01,-0.006
4.83616e-02,0.006,0.018
4.83624e-02,0.014,-0.002
4.83632e-02,0.01,0.018
4.83640e-02,0.006,-0.006
4.83648e-02,0.006,0.018
4.83656e-02,0.014,-0.01
4.83664e-02,0.006,0.018
4.83672e-02,0.01,-0.014
4.83680e-02,0.014,0.03
4.83688e-02,0.014,-0.002
4.83696e-02,0.006,0.018
4.83704e-02,0.01,-0.006
4.83712e-02,0.014,0.022
4.83720e-02,0.006,-0.002
4.83728e-02,0.01,0.022
4.83736e-02,0.002,0.002
4.83744e-02,0.01,0.022
4.83752e-02,0.01,-0.01
4.83760e-02,0.01,0.03
4.83768e-02,0.01,-0.002
4.83776e-02,0.01,0.022
4.83784e-02,0.006,-0.002
4.83792e-02,0.01,0.018
4.83800e-02,0.006,-0.002
4.83808e-02,-0.002,0.022
4.83816e-02,0.01,-0.006
4.83824e-02,0.01,0.018
4.83832e-02,0.01,-0.014
4.83840e-02,0.01,0.026
4.83848e-02,0.01,-0.002
4.83856e-02,0.01,0.022
4.83864e-02,0.01,-0.002
4.83872e-02,0.006,0.018
4.83880e-02,0.006,-0.002
4.83888e-02,0.006,0.022
4.83896e-02,0.006,-0.002
4.83904e-02,0.002,0.022
4.83912e-02,0.014,-0.006
4.83920e-02,0.014,0.034
4.83928e-02,0.006,-0.002
4.83936e-02,0.014,0.022
4.83944e-02,0.014,-0.002
4.83952e-02,0.014,0.022
4.83960e-02,0.006,-0.006
4.83968e-02,0.01,0.018
4.83976e-02,0.01,-0.002
4.83984e-02,0.01,0.022
4.83992e-02,0.018,-0.01
4.84000e-02,0.006,0.03
4.84008e-02,0.014,-0.006
4.84016e-02,0.014,0.018
4.84024e-02,0.002,-0.002
4.84032e-02,0.002,0.018
4.84040e-02,0.014,-0.002
4.84048e-02,0.002,0.018
4.84056e-02,0.014,-0.01
4.84064e-02,0.006,0.018
4.84072e-02,0.006,-0.014
4.84080e-02,0.014,0.03
4.84088e-02,0.006,-0.002
4.84096e-02,0.014,0.022
4.84104e-02,0.006,-0.002
4.84112e-02,0.006,0.022
4.84120e-02,0.006,-0.002
4.84128e-02,0.006,0.022
4.84136e-02,0.006,-0.002
4.84144e-02,0.01,0.018
4.84152e-02,0.014,-0.018
4.84160e-02,0.01,0.03
4.84168e-02,0.006,-0.002
4.84176e-02,0.006,0.022
4.84184e-02,0.014,-0.006
4.84192e-02,0.018,0.018
4.84200e-02,0.006,-0.002
4.84208e-02,0.002,0.022
4.84216e-02,0.002,-0.002
4.84224e-02,0.006,0.022
4.84232e-02,0.006,-0.014
4.84240e-02,0.006,0.03
4.84248e-02,0.006,-0.002
4.84256e-02,0.014,0.022
4.84264e-02,0.006,-0.006
4.84272e-02,0.006,0.018
4.84280e-02,0.01,-0.002
4.84288e-02,0.01,0.018
4.84296e-02,0.002,-0.006
4.84304e-02,0.01,0.022
4.84312e-02,0.014,-0.01
4.84320e-02,0.006,0.03
4.84328e-02,0.01,-0.002
4.84336e-02,0.014,0.018
4.84344e-02,0.01,-0.002
4.84352e-02,0.006,0.022
4.84360e-02,0.006,-0.006
4.84368e-02,0.01,0.022
4.84376e-02,0.01,-0.002
4.84384e-02,0.014,0.022
4.84392e-02,0.014,-0.006
4.84400e-02,-0.002,0.03
4.84408e-02,0.01,-0.006
4.84416e-02,0.01,0.022
4.84424e-02,0.01,-0.006
4.84432e-02,0.014,0.018
4.84440e-02,0.006,-0.002
4.84448e-02,0.006,0.022
4.84456e-02,0.014,-0.006
4.84464e-02,0.006,0.022
4.84472e-02,0.01,-0.014
4.84480e-02,0.01,0.03
4.84488e-02,0.006,-0.002
4.84496e-02,0.014,0.022
4.84504e-02,0.002,-0.002
4.84512e-02,0.002,0.018
4.84520e-02,0.014,-0.002
4.84528e-02,-0.002,0.018
4.84536e-02,0.006,-0.01
4.84544e-02,0.01,0.026
4.84552e-02,0.018,-0.014
4.84560e-02,0.014,0.03
4.84568e-02,0.002,-0.002
4.84576e-02,0.01,0.018
4.84584e-02,0.01,-0.002
4.84592e-02,0.002,0.022
4.84600e-02,0.01,-0.006
4.84608e-02,0.006,0.018
4.84616e-02,0.01,-0.014
4.84624e-02,0.006,0.026
4.84632e-02,0.018,-0.01
4.84640e-02,0.01,0.026
4.84648e-02,0.014,-0.002
4.84656e-02,0.01,0.022
4.84664e-02,0.014,-0.002
4.84672e-02,0.006,0.022
4.84680e-02,0.006,-0.002
4.84688e-02,0.006,0.022
4.84696e-02,0.01,-0.006
4.84704e-02,0.014,0.03
4.84712e-02,0.002,-0.002
4.84720e-02,0.002,0.022
4.84728e-02,0.006,-0.002
4.84736e-02,0.014,0.022
4.84744e-02,0.01,-0.002
4.84752e-02,0.006,0.018
4.84760e-02,0.014,-0.006
4.84768e-02,0.014,0.022
4.84776e-02,0.018,-0.014
4.84784e-02,0.014,0.034
4.84792e-02,0.01,0.002
4.84800e-02,0.006,0.022
4.84808e-02,0.01,0.002
4.84816e-02,0.014,0.022
4.84824e-02,0.014,-0.002
4.84832e-02,0.014,0.022
4.84840e-02,0.006,-0.002
4.84848e-02,0.014,0.018
4.84856e-02,0.01,-0.01
4.84864e-02,0.002,0.03
4.84872e-02,0.014,-0.002
4.84880e-02,0.01,0.022
4.84888e-02,0.014,-0.002
4.84896e-02,0.006,0.026
4.84904e-02,0.014,0.002
4.84912e-02,0.006,0.022
4.84920e-02,0.01,-0.002
4.84928e-02,0.014,0.018
4.84936e-02,0.01,-0.01
4.84944e-02,0.006,0.026
4.84952e-02,0.014,-0.002
4.84960e-02,0.014,0.022
4.84968e-02,0.01,-0.002
4.84976e-02,0.01,0.022
4.84984e-02,0.006,-0.002
4.84992e-02,0.002,0.022
4.85000e-02,0.014,-0.002
4.85008e-02,0.01,0.022
4.85016e-02,0.01,-0.014
4.85024e-02,0.006,0.034
4.85032e-02,0.01,-0.002
4.85040e-02,0.01,0.022
4.85048e-02,0.01,-0.002
4.85056e-02,0.014,0.022
4.85064e-02,0.01,-0.002
4.85072e-02,0.014,0.018
4.85080e-02,0.014,-0.002
4.85088e-02,0.014,0.022
4.85096e-02,0.014,-0.006
4.85104e-02,0.01,0.03
4.85112e-02,0.006,-0.002
4.85120e-02,0.006,0.022
4.85128e-02,0.01,-0.002
4.85136e-02,0.006,0.022
4.85144e-02,0.014,-0.002
4.85152e-02,0.01,0.018
4.85160e-02,0.006,-0.002
4.85168e-02,0.018,0.022
4.85176e-02,0.014,-0.006
4.85184e-02,0.006,0.03
4.85192e-02,0.01,-0.002
4.85200e-02,0.01,0.018
4.85208e-02,0.01,-0.006
4.85216e-02,0.01,0.026
4.85224e-02,0.01,0.002
4.85232e-02,0.01,0.022
4.85240e-02,0.01,-0.002
4.85248e-02,0.014,0.018
4.85256e-02,0.018,-0.014
4.85264e-02,0.01,0.026
4.85272e-02,0.01,-0.002
4.85280e-02,0.014,0.026
4.85288e-02,0.01,0.002
4.85296e-02,0.01,0.022
4.85304e-02,0.014,0.002
4.85312e-02,0.006,0.022
4.85320e-02,0.018,-0.002
4.85328e-02,0.006,0.018
4.85336e-02,0.01,-0.006
4.85344e-02,0.01,0.03
4.85352e-02,0.014,-0.002
4.85360e-02,0.018,0.022
4.85368e-02,0.014,-0.002
4.85376e-02,0.018,0.022
4.85384e-02,0.01,-0.002
4.85392e-02,0.006,0.018
4.85400e-02,0.026,-0.002
4.85408e-02,0.01,0.022
4.85416e-02,0.01,-0.018
4.85424e-02,0.014,0.026
4.85432e-02,0.014,-0.006
4.85440e-02,0.014,0.022
4.85448e-02,0.018,-0.002
4.85456e-02,0.014,0.022
4.85464e-02,0.006,0.002
4.85472e-02,0.014,0.022
4.85480e-02,0.014,-0.002
4.85488e-02,0.006,0.026
4.85496e-02,0.014,-0.01
4.85504e-02,0.018,0.026
4.85512e-02,0.01,-0.002
4.85520e-02,0.01,0.022
4.85528e-02,0.014,0.002
4.85536e-02,0.01,0.026
4.85544e-02,0.014,-0.002
4.85552e-02,0.002,0.022
4.85560e-02,0.006,-0.002
4.85568e-02,0.01,0.026
4.85576e-02,0.006,-0.014
4.85584e-02,0.01,0.026
4.85592e-02,0.018,-0.002
4.85600e-02,0.006,0.022
4.85608e-02,0.002,-0.002
4.85616e-02,0.014,0.022
4.85624e-02,0.01,-0.002
4.85632e-02,0.01,0.022
4.85640e-02,0.002,-0.002
4.85648e-02,0.002,0.022
4.85656e-02,0.006,-0.014
4.85664e-02,0.006,0.034
4.85672e-02,0.01,-0.006
4.85680e-02,0.018,0.022
4.85688e-02,0.014,0.002
4.85696e-02,0.01,0.022
4.85704e-02,0.014,-0.002
4.85712e-02,0.01,0.022
4.85720e-02,0.01,0.002
4.85728e-02,0.014,0.022
4.85736e-02,0.014,-0.01
4.85744e-02,0.014,0.034
4.85752e-02,0.002,-0.002
4.85760e-02,0.01,0.022
4.85768e-02,0.002,0.002
4.85776e-02,0.014,0.026
4.85784e-02,0.01,-0.002
4.85792e-02,0.01,0.022
4.85800e-02,0.006,-0.002
4.85808e-02,0.01,0.018
4.85816e-02,0.01,-0.01
4.85824e-02,0.01,0.03
4.85832e-02,0.006,-0.002
4.85840e-02,0.014,0.018
4.85848e-02,0.01,-0.002
4.85856e-02,0.002,0.022
4.85864e-02,0.01,-0.002
4.85872e-02,0.01,0.026
4.85880e-02,0.014,-0.002
4.85888e-02,0.014,0.022
4.85896e-02,0.014,-0.006
4.85904e-02,0.014,0.03
4.85912e-02,0.018,-0.002
4.85920e-02,0.014,0.022
4.85928e-02,0.014,-0.002
4.85936e-02,0.01,0.022
4.85944e-02,0.002,-0.002
4.85952e-02,0.006,0.022
4.85960e-02,0.01,-0.002
4.85968e-02,0.01,0.022
4.85976e-02,0.01,-0.01
4.85984e-02,0.01,0.034
4.85992e-02,0.01,-0.002
4.86000e-02,0.014,0.022
4.86008e-02,0.01,0.002
4.86016e-02,0.014,0.022
4.86024e-02,0.014,0.002
4.86032e-02,0.01,0.022
4.86040e-02,0.01,-0.002
4.86048e-02,0.014,0.022
4.86056e-02,0.006,-0.006
4.86064e-02,0.01,0.038
4.86072e-02,0.022,0.002
4.86080e-02,0.01,0.018
4.86088e-02,0.014,-0.002
4.86096e-02,0.006,0.026
4.86104e-02,0.014,-0.002
4.86112e-02,0.006,0.022
4.86120e-02,0.018,-0.002
4.86128e-02,0.006,0.022
4.86136e-02,0.006,-0.014
4.86144e-02,0.018,0.034
4.86152e-02,0.01,-0.002
4.86160e-02,0.006,0.026
4.86168e-02,0.018,-0.002
4.86176e-02,0.01,0.022
4.86184e-02,0.018,0.002
4.86192e-02,-0.002,0.026
4.86200e-02,0.006,-0.01
4.86208e-02,0.018,0.03
4.86216e-02,0.014,-0.006
4.86224e-02,0.014,0.03
4.86232e-02,0.014,-0.002
4.86240e-02,0.014,0.022
4.86248e-02,0.014,-0.002
4.86256e-02,0.01,0.03
4.86264e-02,0.018,0.002
4.86272e-02,-0.006,0.026
4.86280e-02,0.01,-0.006
4.86288e-02,0.018,0.034
4.86296e-02,0.01,-0.014
4.86304e-02,0.014,0.026
4.86312e-02,0.006,0.002
4.86320e-02,0.01,0.026
4.86328e-02,0.018,0.002
4.86336e-02,0.01,0.026
4.86344e-02,0.018,0.002
4.86352e-02,0.006,0.026
4.86360e-02,0.014,-0.01
4.86368e-02,0.022,0.042
4.86376e-02,0.01,0.002
4.86384e-02,0.01,0.03
4.86392e-02,0.01,0.002
4.86400e-02,0.014,0.022
4.86408e-02,0.014,-0.002
4.86416e-02,0.014,0.022
4.86424e-02,0.01,-0.002
4.86432e-02,0.014,0.022
4.86440e-02,0.014,-0.01
4.86448e-02,0.014,0.034
4.86456e-02,0.014,-0.002
4.86464e-02,0.014,0.026
4.86472e-02,0.014,-0.002
4.86480e-02,0.01,0.026
4.86488e-02,0.01,-0.002
4.86496e-02,0.014,0.022
4.86504e-02,0.018,-0.002
4.86512e-02,0.014,0.022
4.86520e-02,0.014,-0.006
4.86528e-02,0.014,0.034
4.86536e-02,0.014,0.002
4.86544e-02,0.018,0.026
4.86552e-02,0.014,0.002
4.86560e-02,0.014,0.026
4.86568e-02,0.014,0.002
4.86576e-02,0.01,0.03
4.86584e-02,0.01,0.002
4.86592e-02,0.014,0.026
4.86600e-02,0.014,-0.006
4.86608e-02,0.018,0.03
4.86616e-02,0.014,0.002
4.86624e-02,0.018,0.03
4.86632e-02,0.014,0.006
4.86640e-02,0.01,0.022
4.86648e-02,0.014,0.002
4.86656e-02,0.01,0.03
4.86664e-02,0.018,-0.002
4.86672e-02,0.01,0.026
4.86680e-02,0.014,-0.006
4.86688e-02,0.014,0.034
4.86696e-02,0.014,-0.002
4.86704e-02,0.01,0.026
4.86712e-02,0.01,-0.002
4.86720e-02,0.018,0.022
4.86728e-02,0.01,0.002
4.86736e-02,0.014,0.026
4.86744e-02,0.014,0.002
4.86752e-02,0.014,0.03
4.86760e-02,0.018,-0.006
4.86768e-02,0.014,0.038
4.86776e-02,0.014,0.002
4.86784e-02,0.01,0.026
4.86792e-02,0.01,0.002
4.86800e-02,0.014,0.026
4.86808e-02,0.006,0.002
4.86816e-02,0.01,0.026
4.86824e-02,0.014,0.002
4.86832e-02,0.018,0.026
4.86840e-02,0.018,-0.002
4.86848e-02,0.018,0.034
4.86856e-02,0.018,0.002
4.86864e-02,0.014,0.026
4.86872e-02,0.018,0.006
4.86880e-02,0.01,0.026
4.86888e-02,0.014,0.006
4.86896e-02,0.014,0.026
4.86904e-02,0.018,-0.002
4.86912e-02,0.01,0.022
4.86920e-02,0.018,-0.01
4.86928e-02,0.014,0.034
4.86936e-02,0.014,0.002
4.86944e-02,0.014,0.026
4.86952e-02,0.022,0.002
4.86960e-02,0.018,0.026
4.86968e-02,0.01,0.002
4.86976e-02,0.014,0.026
4.86984e-02,0.022,0.002
4.86992e-02,0.014,0.026
4.87000e-02,0.014,-0.006
4.87008e-02,0.022,0.034
4.87016e-02,0.022,0.006
4.87024e-02,0.022,0.026
4.87032e-02,0.022,0.002
4.87040e-02,0.014,0.03
4.87048e-02,0.018,0.006
4.87056e-02,0.018,0.026
4.87064e-02,0.03,0.002
4.87072e-02,0.022,0.03
4.87080e-02,0.01,-0.002
4.87088e-02,0.014,0.034
4.87096e-02,0.018,0.006
4.87104e-02,0.014,0.026
4.87112e-02,0.014,0.006
4.87120e-02,0.014,0.026
4.87128e-02,0.018,0.002
4.87136e-02,0.018,0.026
4.87144e-02,0.026,0.006
4.87152e-02,0.014,0.026
4.87160e-02,0.014,0.002
4.87168e-02,0.018,0.034
4.87176e-02,0.014,0.006
4.87184e-02,0.022,0.03
4.87192e-02,0.014,0.002
4.87200e-02,0.014,0.026
4.87208e-02,0.018,0.006
4.87216e-02,0.014,0.026
4.87224e-02,0.022,0.006
4.87232e-02,0.014,0.026
4.87240e-02,0.022,-0.002
4.87248e-02,0.022,0.038
4.87256e-02,0.022,0.006
4.87264e-02,0.014,0.03
4.87272e-02,0.022,0.006
4.87280e-02,0.018,0.03
4.87288e-02,0.014,0.006
4.87296e-02,0.022,0.026
4.87304e-02,0.022,0.006
4.87312e-02,0.01,0.03
4.87320e-02,0.022,-0.006
4.87328e-02,0.022,0.038
4.87336e-02,0.022,0.002
4.87344e-02,0.018,0.03
4.87352e-02,0.01,0.006
4.87360e-02,0.014,0.026
4.87368e-02,0.018,0.006
4.87376e-02,0.018,0.03
4.87384e-02,0.014,0.002
4.87392e-02,0.014,0.026
4.87400e-02,0.018,-0.006
4.87408e-02,0.018,0.038
4.87416e-02,0.022,0.006
4.87424e-02,0.014,0.03
4.87432e-02,0.022,0.006
4.87440e-02,0.022,0.03
4.87448e-02,0.014,0.01
4.87456e-02,0.014,0.03
4.87464e-02,0.022,0.006
4.87472e-02,0.014,0.034
4.87480e-02,0.018,0.002
4.87488e-02,0.018,0.042
4.87496e-02,0.018,0.006
4.87504e-02,0.018,0.026
4.87512e-02,0.022,0.006
4.87520e-02,0.014,0.03
4.87528e-02,0.014,0.006
4.87536e-02,0.022,0.03
4.87544e-02,0.022,0.006
4.87552e-02,0.018,0.026
4.87560e-02,0.022,-0.002
4.87568e-02,0.014,0.034
4.87576e-02,0.014,0.006
4.87584e-02,0.018,0.026
4.87592e-02,0.014,0.006
4.87600e-02,0.018,0.03
4.87608e-02,0.018,0.01
4.87616e-02,0.022,0.03
4.87624e-02,0.022,0.006
4.87632e-02,0.018,0.03
4.87640e-02,0.018,-0.002
4.87648e-02,0.022,0.038
4.87656e-02,0.026,0.01
4.87664e-02,0.018,0.034
4.87672e-02,0.026,0.01
4.87680e-02,0.022,0.03
4.87688e-02,0.022,0.01
4.87696e-02,0.022,0.03
4.87704e-02,0.022,0.01
4.87712e-02,0.018,0.03
4.87720e-02,0.022,0.002
4.87728e-02,0.014,0.046
4.87736e-02,0.022,0.006
4.87744e-02,0.014,0.03
4.87752e-02,0.022,0.006
4.87760e-02,0.018,0.034
4.87768e-02,0.018,0.006
4.87776e-02,0.014,0.03
4.87784e-02,0.03,0.01
4.87792e-02,0.018,0.034
4.87800e-02,0.022,0.002
4.87808e-02,0.022,0.042
4.87816e-02,0.018,0.01
4.87824e-02,0.018,0.034
4.87832e-02,0.022,0.006
4.87840e-02,0.022,0.03
4.87848e-02,0.018,0.006
4.87856e-02,0.01,0.034
4.87864e-02,0.026,0.006
4.87872e-02,0.022,0.038
4.87880e-02,0.018,0.006
4.87888e-02,0.018,0.046
4.87896e-02,0.018,0.01
4.87904e-02,0.018,0.03
4.87912e-02,0.022,0.01
4.87920e-02,0.022,0.034
4.87928e-02,0.022,0.01
4.87936e-02,0.006,0.034
4.87944e-02,0.022,0.006
4.87952e-02,0.03,0.042
4.87960e-02,0.022,-0.002
4.87968e-02,0.026,0.034
4.87976e-02,0.022,0.01
4.87984e-02,0.018,0.034
4.87992e-02,0.026,0.014
4.88000e-02,0.022,0.034
4.88008e-02,0.026,0.01
4.88016e-02,0.018,0.034
4.88024e-02,0.022,0.002
4.88032e-02,0.022,0.042
4.88040e-02,0.022,0.01
4.88048e-02,0.026,0.034
4.88056e-02,0.022,0.006
4.88064e-02,0.03,0.034
4.88072e-02,0.026,0.01
4.88080e-02,0.026,0.034
4.88088e-02,0.022,0.006
4.88096e-02,0.026,0.034
4.88104e-02,0.022,0.006
4.88112e-02,0.026,0.046
4.88120e-02,0.022,0.01
4.88128e-02,0.026,0.038
4.88136e-02,0.022,0.014
4.88144e-02,0.01,0.038
4.88152e-02,0.022,0.006
4.88160e-02,0.026,0.034
4.88168e-02,0.022,0.01
4.88176e-02,0.026,0.038
4.88184e-02,0.022,-0.002
4.88192e-02,0.026,0.046
4.88200e-02,0.03,0.01
4.88208e-02,0.026,0.038
4.88216e-02,0.022,0.014
4.88224e-02,0.026,0.038
4.88232e-02,0.022,0.014
4.88240e-02,0.026,0.038
4.88248e-02,0.022,0.01
4.88256e-02,0.022,0.038
4.88264e-02,0.026,0.006
4.88272e-02,0.018,0.046
4.88280e-02,0.022,0.014
4.88288e-02,0.022,0.038
4.88296e-02,0.022,0.01
4.88304e-02,0.03,0.038
4.88312e-02,0.03,0.014
4.88320e-02,0.026,0.038
4.88328e-02,0.026,0.014
4.88336e-02,0.034,0.038
4.88344e-02,0.026,0.006
4.88352e-02,0.03,0.046
4.88360e-02,0.026,0.01
4.88368e-02,0.03,0.042
4.88376e-02,0.034,0.018
4.88384e-02,0.026,0.038
4.88392e-02,0.026,0.018
4.88400e-02,0.034,0.042
4.88408e-02,0.022,0.014
4.88416e-02,0.026,0.042
4.88424e-02,0.026,0.006
4.88432e-02,0.026,0.042
4.88440e-02,0.026,0.014
4.88448e-02,0.026,0.042
4.88456e-02,0.022,0.014
4.88464e-02,0.026,0.034
4.88472e-02,0.03,0.014
4.88480e-02,0.022,0.038
4.88488e-02,0.034,0.018
4.88496e-02,0.026,0.042
4.88504e-02,0.03,0.006
4.88512e-02,0.038,0.046
4.88520e-02,0.034,0.018
4.88528e-02,0.034,0.042
4.88536e-02,0.026,0.018
4.88544e-02,0.026,0.038
4.88552e-02,0.026,0.018
4.88560e-02,0.034,0.042
